Gene,delta_correlation,Cancer
CRIM1,0.44428062185156747,HNSCC
CRIP1,0.06383979539524887,HNSCC
CRIP2,0.21781600602681322,HNSCC
CRIPT,0.6101276756181515,HNSCC
CRISP3,-0.1740955224175284,HNSCC
CRISPLD1,-0.19322098820446554,HNSCC
CRISPLD2,-0.027403825256495762,HNSCC
CRK,0.466333392898492,HNSCC
CRKL,0.5330484240921469,HNSCC
CRLF1,0.30505403651431523,HNSCC
CRLF3,0.3674928693135385,HNSCC
CRMP1,0.20157025722304345,HNSCC
CRNKL1,0.41395936924087506,HNSCC
CRNN,-0.29942363721051224,HNSCC
CROCC,0.553688335417492,HNSCC
CROT,0.1128852420775539,HNSCC
CRP,0.13252705816832241,HNSCC
CRTAC1,0.12746367643204676,HNSCC
CRTAP,0.0991424539050606,HNSCC
CRTC1,0.4594298063789724,HNSCC
CRTC2,0.24920106017703836,HNSCC
CRTC3,0.22469971339172595,HNSCC
CRY2,0.47367557058947485,HNSCC
CRYAB,-0.18125083292324118,HNSCC
CRYBG1,-0.03758890715094931,HNSCC
CRYBG2,0.23086127240917176,HNSCC
CRYBG3,0.39250730080482976,HNSCC
CRYL1,-0.24816328547404254,HNSCC
CRYM,-0.1958320341593116,HNSCC
CRYZ,0.19586486655938584,HNSCC
CRYZL1,0.3196147226548915,HNSCC
CS,-0.3747719805408121,HNSCC
CSAD,-0.2753377308742123,HNSCC
CSDE1,0.4014194089982919,HNSCC
CSE1L,0.23932495024597977,HNSCC
CSF1,0.3358088382496528,HNSCC
CSF1R,0.03815053238114752,HNSCC
CSGALNACT1,0.1834514862181609,HNSCC
CSGALNACT2,0.0543458271262231,HNSCC
CSK,0.015772059551225626,HNSCC
CSNK1A1,0.1036898587082492,HNSCC
CSNK1D,0.08516804018583315,HNSCC
CSNK1G1,0.2848112875576197,HNSCC
CSNK1G2,-0.1528993986091583,HNSCC
CSNK1G3,-0.1218132221494865,HNSCC
CSNK2A1,0.42963326263762236,HNSCC
CSNK2A2,0.7349855509647232,HNSCC
CSNK2B,-0.2061231765360544,HNSCC
CSPG4,0.13656416791662485,HNSCC
CSPP1,-0.2432264854437342,HNSCC
CSRP1,-0.036796667188364274,HNSCC
CSRP2,0.23883522592421363,HNSCC
CSRP3,-0.03270240249012879,HNSCC
CST1,-0.22833939993120772,HNSCC
CST3,0.07721680094706207,HNSCC
CST4,-0.6607579412870875,HNSCC
CST6,0.29949411704614404,HNSCC
CSTA,0.08927669502400726,HNSCC
CSTB,0.029383318145314363,HNSCC
CSTF1,-0.0426388646805983,HNSCC
CSTF2,-0.14256127317187084,HNSCC
CSTF2T,0.39095285837472493,HNSCC
CSTF3,0.16764120687069306,HNSCC
CT45A10,0.6612355655867415,HNSCC
CTAG2,0.5490118409983499,HNSCC
CTBP1,0.3039277906020298,HNSCC
CTBP2,0.12503999204387412,HNSCC
CTBS,-0.028823061085477275,HNSCC
CTC1,0.015269954619698135,HNSCC
CTCF,0.10634252164186686,HNSCC
CTDNEP1,0.2828279894114101,HNSCC
CTDP1,0.6901376839720795,HNSCC
CTDSP1,0.55498152271253,HNSCC
CTDSPL2,0.6488354420442021,HNSCC
CTF1,0.39978761272692837,HNSCC
CTGF,0.08149737000006174,HNSCC
CTH,0.15573431808334492,HNSCC
CTHRC1,0.27070589215017915,HNSCC
CTIF,0.33318545486776224,HNSCC
CTNNA1,-0.3847371377297351,HNSCC
CTNNA3,-0.15217234294017884,HNSCC
CTNNAL1,0.1438357424964943,HNSCC
CTNNB1,0.043317799904188825,HNSCC
CTNNBIP1,0.1909040521636825,HNSCC
CTNNBL1,-0.18794212549600142,HNSCC
CTNND1,-0.06794333690292631,HNSCC
CTPS1,0.495070495112913,HNSCC
CTPS2,0.3140129077908641,HNSCC
CTR9,-0.33081095022049983,HNSCC
CTSA,0.30711991693972623,HNSCC
CTSB,-0.012473296903774633,HNSCC
CTSC,0.08295233136245539,HNSCC
CTSD,0.14514940719642377,HNSCC
CTSF,0.22271241026988975,HNSCC
CTSG,-0.5914032731764827,HNSCC
CTSH,0.06036095709987854,HNSCC
CTSK,0.25752207767698054,HNSCC
CTSL,-0.008869852138795264,HNSCC
CTSO,0.15030561174077883,HNSCC
CTSS,-0.01406499892664348,HNSCC
CTSV,0.6887627372216985,HNSCC
CTSW,0.15262525233702462,HNSCC
CTSZ,-0.03561575491182556,HNSCC
CTTN,0.18200450535729484,HNSCC
CTTNBP2,-0.3852326889008712,HNSCC
CTTNBP2NL,0.054444317199100256,HNSCC
CTU1,0.17719995428503332,HNSCC
CTU2,0.295433107849721,HNSCC
CUEDC1,0.17831340673945073,HNSCC
CUEDC2,-0.3362855584831063,HNSCC
CUL1,0.1485158379062993,HNSCC
CUL2,0.22998399523288982,HNSCC
CUL3,-0.009548585523992958,HNSCC
CUL4B,0.13073154061982195,HNSCC
CUL5,0.15916914473758392,HNSCC
CUL7,0.25929770249095013,HNSCC
CUL9,-0.13708907054523173,HNSCC
CUTA,-0.0452877737256932,HNSCC
CUTC,-0.21742654447386534,HNSCC
CUX1,0.8735688693747526,HNSCC
CWC15,0.14690741872882054,HNSCC
CWC22,0.25843748336444733,HNSCC
CWC25,0.10612273485780171,HNSCC
CWC27,0.2737204748827985,HNSCC
CWF19L1,0.10847228238587897,HNSCC
CWF19L2,0.35161234883953885,HNSCC
CWH43,-0.23338761481234915,HNSCC
CXADR,0.3595467042159033,HNSCC
CXCL1,0.3320556101020009,HNSCC
CXCL10,0.7930681199928585,HNSCC
CXCL12,0.6109467063562803,HNSCC
CXCL13,0.6269513117762252,HNSCC
CXCL14,0.508132758392787,HNSCC
CXCL17,0.0902511575327733,HNSCC
CXCL5,0.46073027911162107,HNSCC
CXCL8,0.7380540251244238,HNSCC
CXCR4,0.4585005695494565,HNSCC
CXXC1,0.13664974331794622,HNSCC
CXXC4,-0.008543187481908271,HNSCC
CXorf38,0.5012918955134519,HNSCC
CXorf56,0.3849500353517413,HNSCC
CXorf57,0.39755063376673194,HNSCC
CXorf67,0.864899137140251,HNSCC
CYB561,-0.23911624840900425,HNSCC
CYB5A,0.14718846462285262,HNSCC
CYB5B,0.37020531124785017,HNSCC
CYB5R1,-0.13281355058745425,HNSCC
CYB5R2,-0.06689311410650134,HNSCC
CYB5R3,0.13831296007137123,HNSCC
CYB5R4,0.7946402588380669,HNSCC
CYBA,0.024676971050971552,HNSCC
CYBB,-0.09249595046179504,HNSCC
CYBC1,0.2348677929724136,HNSCC
CYBRD1,0.15112144800153793,HNSCC
CYC1,-0.21788836430348352,HNSCC
CYCS,-0.45127078419765465,HNSCC
CYFIP1,-0.37537716560026885,HNSCC
CYFIP2,-0.05124038838169198,HNSCC
CYGB,-0.10394894193258875,HNSCC
CYHR1,0.32817619657048386,HNSCC
CYLD,0.3416607475753315,HNSCC
CYP1B1,0.03944634097941124,HNSCC
CYP20A1,-0.030355631575395448,HNSCC
CYP24A1,0.529951567651382,HNSCC
CYP27A1,0.23032928469912306,HNSCC
CYP2C18,-0.2324589551892816,HNSCC
CYP2S1,0.2132011349991445,HNSCC
CYP4F11,0.21779110451535988,HNSCC
CYP4F12,0.20769563327495894,HNSCC
CYP4F22,0.06979149348134339,HNSCC
CYP4F3,0.3344369797212385,HNSCC
CYP4X1,-0.30271728497184514,HNSCC
CYP51A1,0.15175053299794972,HNSCC
CYP7B1,0.20060824294491275,HNSCC
CYR61,0.13673200204017227,HNSCC
CYSRT1,-0.07171861863382545,HNSCC
CYSTM1,-0.1244264455668393,HNSCC
CYTH1,0.520142189467332,HNSCC
CYTH2,-0.3411077614977092,HNSCC
CYTH3,0.22376915269704983,HNSCC
CYTH4,0.254024497651239,HNSCC
CYTIP,0.030004417044937393,HNSCC
CYTL1,-0.9041522571700935,HNSCC
D2HGDH,0.09514122245193973,HNSCC
DAAM1,0.34082423369506876,HNSCC
DAB2,0.06710897593265475,HNSCC
DAB2IP,0.7884921446500875,HNSCC
DAD1,-0.2518015868580412,HNSCC
DAG1,-0.43843430690431323,HNSCC
DAGLB,0.7612062252591549,HNSCC
DAP,-0.19653296047476565,HNSCC
DAP3,0.08253956520039332,HNSCC
DAPK1,-0.010079246596699842,HNSCC
DAPK2,0.10358364715666168,HNSCC
DAPK3,0.3433054824727765,HNSCC
DAPL1,-0.08366508458872823,HNSCC
DAPP1,0.13749034134474147,HNSCC
DARS,0.4052145330768441,HNSCC
DARS2,1.0235476236142103,HNSCC
DAXX,0.005446497485597002,HNSCC
DAZAP1,-0.05277525871523192,HNSCC
DAZAP2,0.4385839075742172,HNSCC
DBH,-0.08408944269815447,HNSCC
DBI,0.2958423141805372,HNSCC
DBN1,0.13584444445663502,HNSCC
DBNL,-0.06740122292378314,HNSCC
DBP,-0.10746324478458924,HNSCC
DBR1,0.30620058985176996,HNSCC
DBT,0.2011524277526004,HNSCC
DCAF1,0.5951673914461664,HNSCC
DCAF10,0.4241846761073387,HNSCC
DCAF11,0.20083528390164052,HNSCC
DCAF13,0.051612353867379945,HNSCC
DCAF15,0.2931409024625134,HNSCC
DCAF16,0.5282143399142404,HNSCC
DCAF5,0.8048221836149037,HNSCC
DCAF6,-0.35423724354958586,HNSCC
DCAF7,0.2930463286372746,HNSCC
DCAF8,-0.17517552515276513,HNSCC
DCAKD,0.314654477227911,HNSCC
DCBLD1,0.27628193520846983,HNSCC
DCBLD2,0.24018047976833887,HNSCC
DCHS1,0.33747384555504145,HNSCC
DCK,0.13076426977500222,HNSCC
DCLK1,0.09075501041461698,HNSCC
DCLK2,0.024466733575650046,HNSCC
DCLRE1C,-0.19942969400518373,HNSCC
DCN,0.2816681699521113,HNSCC
DCP1A,0.1356589319726888,HNSCC
DCP1B,0.7172166350484359,HNSCC
DCP2,0.359040218081379,HNSCC
DCPS,-0.022376073720465905,HNSCC
DCTD,-0.3235372531167088,HNSCC
DCTN1,-0.08779913657347702,HNSCC
DCTN2,0.1845763620179952,HNSCC
DCTN3,0.11871396264665521,HNSCC
DCTN4,-0.024943494813457895,HNSCC
DCTN5,0.22570094112561498,HNSCC
DCTN6,0.3967201366272086,HNSCC
DCTPP1,0.4321687921801635,HNSCC
DCUN1D1,0.5872271038993182,HNSCC
DCUN1D3,0.35823923634179883,HNSCC
DCUN1D4,0.4196328920627286,HNSCC
DCUN1D5,0.6096038277559332,HNSCC
DCXR,-0.0122713349225414,HNSCC
DDA1,-0.2070706368179522,HNSCC
DDAH1,-0.018517839958888227,HNSCC
DDAH2,0.08382523785955165,HNSCC
DDB1,-0.15481021014368757,HNSCC
DDB2,0.01618796954188828,HNSCC
DDHD1,0.41695198946442524,HNSCC
DDHD2,0.5400767340991499,HNSCC
DDI2,0.6728401503183846,HNSCC
DDO,-0.1440433242326494,HNSCC
DDOST,-0.44604102789917743,HNSCC
DDR1,0.15784479425296083,HNSCC
DDR2,0.26541139293395954,HNSCC
DDRGK1,-0.3367567929290064,HNSCC
DDT,0.5460536936763138,HNSCC
DDX1,0.279300548498579,HNSCC
DDX10,0.16692390222763914,HNSCC
DDX11,0.4303356717146588,HNSCC
DDX17,0.16017716874442467,HNSCC
DDX18,0.27604984479677647,HNSCC
DDX19A,0.2984644254728783,HNSCC
DDX19B,0.6753741354547036,HNSCC
DDX20,0.4349596646848938,HNSCC
DDX21,0.2422270472604307,HNSCC
DDX23,-0.38678746722514956,HNSCC
DDX24,0.2572728003094663,HNSCC
DDX27,-0.11909839502992475,HNSCC
DDX28,0.20068991418808782,HNSCC
DDX31,0.8227030962531307,HNSCC
DDX39A,0.32316099482457683,HNSCC
DDX39B,0.25245289359320144,HNSCC
DDX3X,0.15913209168652398,HNSCC
DDX3Y,-0.010919672682157766,HNSCC
DDX41,-0.2119828875246061,HNSCC
DDX42,0.32847345152975044,HNSCC
DDX46,0.25437593430616967,HNSCC
DDX47,0.15560598492408256,HNSCC
DDX49,0.4315782812278529,HNSCC
DDX5,-0.15399797365831447,HNSCC
DDX50,0.33858202264664394,HNSCC
DDX51,0.5172406386597767,HNSCC
DDX52,0.273152068617851,HNSCC
DDX54,0.5320422110690364,HNSCC
DDX55,0.3707247091770419,HNSCC
DDX56,0.5008412430518134,HNSCC
DDX58,0.5936864202675946,HNSCC
DDX59,0.5303486177057235,HNSCC
DDX6,0.20953352914539142,HNSCC
DDX60,0.3936570317512754,HNSCC
DDX60L,0.48370303965542216,HNSCC
DECR1,-0.0009375738681981494,HNSCC
DECR2,0.20513312492486124,HNSCC
DEF6,0.22664097486969215,HNSCC
DEFA1B,0.23813053337156886,HNSCC
DEFA3,0.059722496381840406,HNSCC
DEFA4,0.13560475734200453,HNSCC
DEFB1,0.2416854289605569,HNSCC
DEFB103A,0.47779835475768495,HNSCC
DEFB4B,0.19378121743930668,HNSCC
DEGS1,0.3949455252027594,HNSCC
DEK,0.44991081736134664,HNSCC
DENND1A,-0.17068442052643523,HNSCC
DENND1B,0.5048357534702188,HNSCC
DENND1C,0.5573902609655202,HNSCC
DENND2C,0.5276213290536025,HNSCC
DENND2D,0.12625255210094521,HNSCC
DENND3,0.14451068276957163,HNSCC
DENND4A,0.6668613869920356,HNSCC
DENND4B,-0.1909078764103439,HNSCC
DENND4C,0.43553426053697025,HNSCC
DENND5A,-0.318655759334074,HNSCC
DENND5B,0.15878441921694342,HNSCC
DENND6A,0.45690001485770043,HNSCC
DENR,0.5412691517096496,HNSCC
DEPDC5,0.3756791232228329,HNSCC
DEPTOR,0.012647698129548357,HNSCC
DERA,-0.35460469191290456,HNSCC
DERL1,0.13863619306979974,HNSCC
DERL2,0.06604071722897542,HNSCC
DERL3,0.08457225136750413,HNSCC
DES,-0.04835332118304536,HNSCC
DESI1,0.25642493163935715,HNSCC
DESI2,0.31591607043591785,HNSCC
DFFA,0.4833564092603853,HNSCC
DFFB,0.2840313539030411,HNSCC
DGAT1,0.126988387892404,HNSCC
DGCR8,0.10585448756986501,HNSCC
DGKA,0.07247890518986433,HNSCC
DGKE,0.46343452253349177,HNSCC
DGKH,0.7474064333932585,HNSCC
DGKQ,0.47722357074980915,HNSCC
DGKZ,0.014916232737980706,HNSCC
DGLUCY,0.11511488799959901,HNSCC
DGUOK,0.14120689286473279,HNSCC
DHCR24,0.11396584856530989,HNSCC
DHCR7,0.1759278473925926,HNSCC
DHDDS,0.14281291599449358,HNSCC
DHFR,0.14777847131297028,HNSCC
DHODH,0.591636771045914,HNSCC
DHPS,0.3557137241707656,HNSCC
DHRS1,-0.035008408205630115,HNSCC
DHRS11,0.2917068070510582,HNSCC
DHRS13,0.5081416967900652,HNSCC
DHRS2,0.7768331665767768,HNSCC
DHRS3,0.3555041703848497,HNSCC
DHRS4,-0.028982503422241845,HNSCC
DHRS7,-0.03239115669564285,HNSCC
DHRS7B,0.14274980902623735,HNSCC
DHRS7C,-0.0954521057112343,HNSCC
DHRS9,0.7138256317240472,HNSCC
DHRSX,-0.2511258849643876,HNSCC
DHTKD1,0.2015175252446968,HNSCC
DHX15,0.044808425983203004,HNSCC
DHX16,0.3078393667509589,HNSCC
DHX29,0.5586883018248836,HNSCC
DHX30,0.42539861997332684,HNSCC
DHX32,0.2410146225257636,HNSCC
DHX33,0.07868276935253943,HNSCC
DHX34,0.2353813710173489,HNSCC
DHX35,0.1652042078988205,HNSCC
DHX36,0.791240436443586,HNSCC
DHX37,0.29288649939951084,HNSCC
DHX38,0.4806182840381375,HNSCC
DHX40,0.6873761496852653,HNSCC
DHX57,0.5321422860768834,HNSCC
DHX58,0.7122642828975027,HNSCC
DHX8,0.12658038513837422,HNSCC
DHX9,0.09544068920923465,HNSCC
DIABLO,0.21234279600047504,HNSCC
DIAPH1,-0.07596289175873527,HNSCC
DIAPH2,0.6745298786456853,HNSCC
DIAPH3,0.794567194233724,HNSCC
DICER1,-0.012862414850355885,HNSCC
DIDO1,0.22186487802954413,HNSCC
DIMT1,0.02357517948010518,HNSCC
DIP2A,0.2635860796784398,HNSCC
DIP2B,0.25793482508691834,HNSCC
DIP2C,-0.020920106206894884,HNSCC
DIRC2,0.11251403808630761,HNSCC
DIS3,0.38773792445012484,HNSCC
DIS3L,0.10319037645777279,HNSCC
DIS3L2,0.21945431085675443,HNSCC
DISP1,0.34185767132981887,HNSCC
DKC1,-0.29146947780367083,HNSCC
DKK3,0.29848193556472613,HNSCC
DLAT,-0.1978982809362556,HNSCC
DLD,-0.1080350446550683,HNSCC
DLG1,0.15098644075578094,HNSCC
DLG3,-0.2617913686145007,HNSCC
DLG5,0.2055051453388772,HNSCC
DLGAP4,0.7680257901233687,HNSCC
DLGAP5,1.0756963693795873,HNSCC
DLST,0.25083818984985734,HNSCC
DMAC2,-0.07397807796140513,HNSCC
DMAP1,-0.09702264014662369,HNSCC
DMBT1,-0.1290145534771029,HNSCC
DMD,-0.13631648999793,HNSCC
DMKN,0.14927613371432924,HNSCC
DMPK,-0.09365932244292763,HNSCC
DMTN,-0.020147052578869756,HNSCC
DMXL1,0.4692031902674916,HNSCC
DMXL2,0.3762170626281968,HNSCC
DNAAF2,0.11865712476360862,HNSCC
DNAAF5,0.3269977815286122,HNSCC
DNAH9,0.422161762810069,HNSCC
DNAJA1,0.4370732085925213,HNSCC
DNAJA2,0.13792511645806793,HNSCC
DNAJA3,0.0051430516645314395,HNSCC
DNAJA4,0.3073677168219394,HNSCC
DNAJB1,-0.2613262926865637,HNSCC
DNAJB11,-0.06021766124769806,HNSCC
DNAJB12,0.3769429769208633,HNSCC
DNAJB14,-0.28930533326307173,HNSCC
DNAJB2,0.4629586187983436,HNSCC
DNAJB4,-0.21156713272220873,HNSCC
DNAJB5,-0.4591488268907267,HNSCC
DNAJB6,0.4105252816192467,HNSCC
DNAJB9,0.2291599418084673,HNSCC
DNAJC1,-0.11709703798608495,HNSCC
DNAJC10,-0.11651541609739269,HNSCC
DNAJC11,0.3693954396445005,HNSCC
DNAJC13,0.36942730669255597,HNSCC
DNAJC14,0.23110794982144772,HNSCC
DNAJC16,0.327733616804953,HNSCC
DNAJC17,0.5052872070154533,HNSCC
DNAJC19,-0.046022992832419285,HNSCC
DNAJC2,0.47174483975437087,HNSCC
DNAJC21,0.3875682757468991,HNSCC
DNAJC25,-0.30272982330432374,HNSCC
DNAJC30,0.4072170709531551,HNSCC
DNAJC5,0.2780880772691895,HNSCC
DNAJC7,0.06751192308752918,HNSCC
DNAJC8,0.2109282268609725,HNSCC
DNAJC9,-0.012870854512239571,HNSCC
DNAL1,0.44588588335768564,HNSCC
DNAL4,0.21482363014234496,HNSCC
DNASE1L1,-0.1736674250567775,HNSCC
DNASE2,0.2325195082338397,HNSCC
DNLZ,0.38361385169352225,HNSCC
DNM1,0.3910465022296927,HNSCC
DNM1L,0.33632699491674906,HNSCC
DNM2,0.7357462604958092,HNSCC
DNM3,-0.03982475430627411,HNSCC
DNMBP,0.296195550189248,HNSCC
DNMT1,0.16646018209332103,HNSCC
DNMT3A,0.6966251770348884,HNSCC
DNPEP,0.4001652259838933,HNSCC
DNPH1,0.17935162538945312,HNSCC
DNTTIP1,-0.048721568727372044,HNSCC
DNTTIP2,0.2408000710879476,HNSCC
DOCK1,0.5815989128718178,HNSCC
DOCK10,0.11675722004442968,HNSCC
DOCK11,0.03150566779637154,HNSCC
DOCK2,0.04808846306472292,HNSCC
DOCK4,0.0732623176975492,HNSCC
DOCK5,0.14026004727155383,HNSCC
DOCK6,0.1433201672092292,HNSCC
DOCK7,-0.02713646764753308,HNSCC
DOCK8,0.04004196498642354,HNSCC
DOCK9,0.1396952549604662,HNSCC
DOHH,0.6366434254752614,HNSCC
DOK1,0.06910501700871119,HNSCC
DOK2,0.02490942381992356,HNSCC
DOK3,0.07165626123033597,HNSCC
DOLK,0.36349284741112986,HNSCC
DOLPP1,0.20449530448476771,HNSCC
DOT1L,-0.12219095466053187,HNSCC
DPAGT1,0.0153428109850125,HNSCC
DPCD,0.43768505756837117,HNSCC
DPF2,0.25033441683549446,HNSCC
DPH1,0.2518346588883449,HNSCC
DPH2,0.4202291788350682,HNSCC
DPH3,0.05350548027920224,HNSCC
DPH5,0.8078173371700716,HNSCC
DPH6,0.3569493253459056,HNSCC
DPH7,0.5622198457061869,HNSCC
DPM1,-0.1687616313929309,HNSCC
DPM3,0.05383032993372633,HNSCC
DPP3,0.6000368818415591,HNSCC
DPP4,0.17065472172937246,HNSCC
DPP7,0.06205569434856184,HNSCC
DPP8,0.5898502776682236,HNSCC
DPP9,0.13941513858069554,HNSCC
DPT,0.4402571335101949,HNSCC
DPY19L1,0.3558793914533194,HNSCC
DPY19L3,-0.032008187138229005,HNSCC
DPY19L4,0.3610905254469122,HNSCC
DPY30,-0.2456931254863236,HNSCC
DPYD,0.022295811039152125,HNSCC
DPYSL2,0.2291132871930761,HNSCC
DPYSL3,0.09839290635335007,HNSCC
DPYSL4,0.39243702995152907,HNSCC
DPYSL5,0.32358315289446793,HNSCC
DR1,0.03215549157447828,HNSCC
DRAP1,0.09179014340766706,HNSCC
DRG1,0.7712010668173518,HNSCC
DRG2,0.2701289945169808,HNSCC
DROSHA,0.27789890283222723,HNSCC
DSC1,0.6943649213683285,HNSCC
DSC2,0.09332395862074194,HNSCC
DSC3,0.1483474491499296,HNSCC
DSCC1,0.5532692440997263,HNSCC
DSE,0.6269100359403873,HNSCC
DSG1,0.08115579468045042,HNSCC
DSG2,-0.01824264666166875,HNSCC
DSG3,0.13776792568579332,HNSCC
DSN1,0.15511728266247293,HNSCC
DSP,0.01068597406976124,HNSCC
DST,0.2041128420451499,HNSCC
DSTN,0.25448443326185155,HNSCC
DSTYK,0.11439210146952869,HNSCC
DTD1,0.4933232597597399,HNSCC
DTD2,0.4278020647153761,HNSCC
DTL,0.641406003872393,HNSCC
DTNA,-0.32594492691913246,HNSCC
DTNB,0.10576519339920937,HNSCC
DTNBP1,0.19261110035358658,HNSCC
DTWD1,0.1854668293739213,HNSCC
DTWD2,0.3196709371958435,HNSCC
DTX2,-0.09972274404806192,HNSCC
DTX3,0.13616751704457064,HNSCC
DTX3L,0.12267537503149528,HNSCC
DTYMK,-0.0065442452883770486,HNSCC
DUOX1,0.07282757038370746,HNSCC
DUOX2,0.1851864644605682,HNSCC
DUOXA1,0.1611951544685617,HNSCC
DUS1L,0.46379660739911177,HNSCC
DUS2,0.7556604501303414,HNSCC
DUS3L,0.5061206459303315,HNSCC
DUSP11,0.04362255829583139,HNSCC
DUSP12,0.5768335469435718,HNSCC
DUSP14,0.5145995912372153,HNSCC
DUSP22,0.5521749411011784,HNSCC
DUSP23,0.6066826059445207,HNSCC
DUSP27,-0.1912469303093025,HNSCC
DUSP28,-0.20872694938112557,HNSCC
DUSP3,-0.18288212968497297,HNSCC
DUSP7,0.1698989128925436,HNSCC
DUSP9,0.5980596410117978,HNSCC
DUT,0.48989035209223675,HNSCC
DVL1,-0.01842273297866187,HNSCC
DVL2,0.801707142080462,HNSCC
DVL3,0.40595144328099475,HNSCC
DXO,0.5262699339323249,HNSCC
DYM,-0.05564984111414628,HNSCC
DYNC1H1,0.6324721903266917,HNSCC
DYNC1I1,-0.08479433041383408,HNSCC
DYNC1I2,0.7476557124330006,HNSCC
DYNC1LI1,0.3867994013726267,HNSCC
DYNC1LI2,0.30605622645286845,HNSCC
DYNC2H1,-0.22086394781756277,HNSCC
DYNC2LI1,0.27745785155256275,HNSCC
DYNLL1,-0.05194384616197001,HNSCC
DYNLL2,0.00969832187759112,HNSCC
DYNLRB1,0.16556837719632106,HNSCC
DYNLT1,0.07060166785285527,HNSCC
DYNLT3,0.3667732616003382,HNSCC
DYRK1A,0.5262490864319275,HNSCC
DYSF,-0.08358578261524008,HNSCC
DZIP1L,-0.872109747673778,HNSCC
E2F3,-0.04050117243637546,HNSCC
E2F4,0.07128849071455773,HNSCC
E4F1,0.1306753415137191,HNSCC
EAF1,-0.011464412217784714,HNSCC
EAPP,0.33087610643739696,HNSCC
EARS2,0.3097679194734748,HNSCC
EBAG9,0.14675591873301252,HNSCC
EBF1,-0.103335370511765,HNSCC
EBNA1BP2,-0.058190451405446375,HNSCC
EBP,0.04339839808184748,HNSCC
ECD,0.29252731281332356,HNSCC
ECE1,0.3143347343420405,HNSCC
ECH1,-0.18414790509641743,HNSCC
ECHDC1,0.10257000423463625,HNSCC
ECHDC2,-0.09191229125793482,HNSCC
ECHDC3,0.0006038822551285294,HNSCC
ECHS1,0.18849248013161374,HNSCC
ECI1,-0.029803286659634498,HNSCC
ECI2,-0.25005494550372953,HNSCC
ECM1,-0.12511522239236028,HNSCC
ECM2,-0.05816874583601761,HNSCC
ECPAS,-0.040582374024066614,HNSCC
ECSCR,-0.09675431130270062,HNSCC
ECSIT,-0.09269487592673331,HNSCC
ECT2,0.4728552477202518,HNSCC
EDARADD,0.37904262791496696,HNSCC
EDC3,0.2845380358162598,HNSCC
EDC4,0.4343416629085745,HNSCC
EDEM2,0.26210317100861674,HNSCC
EDEM3,-0.4716896316885667,HNSCC
EDF1,-0.018892562569798044,HNSCC
EDIL3,0.2448881456528112,HNSCC
EDRF1,-0.10163237798705244,HNSCC
EEA1,0.30795211462297883,HNSCC
EED,0.133427195751545,HNSCC
EEF1A1,0.04796714066943891,HNSCC
EEF1A2,-0.23712433381228204,HNSCC
EEF1AKMT1,0.04103233875250381,HNSCC
EEF1AKMT2,0.2295846287696212,HNSCC
EEF1AKMT4,0.6099351048450172,HNSCC
EEF1B2,-0.17580458091309775,HNSCC
EEF1D,0.08833537139565162,HNSCC
EEF1E1,0.17064967546078597,HNSCC
EEF1G,-0.24361795093553537,HNSCC
EEF2,0.34499968697401406,HNSCC
EEF2K,0.5276636735060203,HNSCC
EEFSEC,0.5763368987827933,HNSCC
EEPD1,0.21301638416437302,HNSCC
EFCAB14,0.05823545016378337,HNSCC
EFEMP1,-0.09394405771726355,HNSCC
EFEMP2,0.11363259361280387,HNSCC
EFHD1,-0.00299820559144226,HNSCC
EFHD2,0.09243893033076989,HNSCC
EFL1,-0.01690362350963026,HNSCC
EFNA1,0.33543780515734384,HNSCC
EFNA5,0.5821042458470752,HNSCC
EFNB1,0.43080115687411297,HNSCC
EFNB2,0.7918132466038318,HNSCC
EFR3A,0.29596544095233007,HNSCC
EFS,0.3261691468143248,HNSCC
EFTUD2,-0.03182807186014747,HNSCC
EGFL7,0.90334974136007,HNSCC
EGFLAM,-0.4024321525706486,HNSCC
EGFR,0.23147214152849316,HNSCC
EGLN1,0.03243550279537544,HNSCC
EHBP1,0.15179660498352165,HNSCC
EHBP1L1,-0.044371452684138446,HNSCC
EHD1,0.4675474610290298,HNSCC
EHD2,-0.09854902194368836,HNSCC
EHD3,0.24471942204929126,HNSCC
EHD4,0.2642767364895252,HNSCC
EHF,0.23192140062143518,HNSCC
EHHADH,0.27731642363503983,HNSCC
EHMT1,0.04019716597138656,HNSCC
EHMT2,0.1969557653406474,HNSCC
EI24,0.20422531821977502,HNSCC
EIF1,-0.21291538559978185,HNSCC
EIF1AD,0.26910301784429824,HNSCC
EIF1AX,0.4773181960420819,HNSCC
EIF1AY,-0.05408569897572846,HNSCC
EIF1B,0.28502511635279726,HNSCC
EIF2A,0.3849512445150064,HNSCC
EIF2AK2,0.2695193307940892,HNSCC
EIF2AK3,0.03567466299336225,HNSCC
EIF2AK4,0.12377700537735448,HNSCC
EIF2B1,0.3780236653177137,HNSCC
EIF2B2,0.18208015953995946,HNSCC
EIF2B3,0.5976597877298504,HNSCC
EIF2B4,0.18730738287906887,HNSCC
EIF2B5,-0.16438648816560403,HNSCC
EIF2D,0.4067317257761293,HNSCC
EIF2S1,0.4170142586311859,HNSCC
EIF2S2,0.09140977022516117,HNSCC
EIF2S3,-0.05917011049421156,HNSCC
EIF3A,-0.022310783124863787,HNSCC
EIF3B,-0.115287114289374,HNSCC
EIF3C,0.12218583953855985,HNSCC
EIF3D,-0.39035740097151994,HNSCC
